Parent.Profile.Name,PermissionsCreate,PermissionsDelete,PermissionsEdit,PermissionsModifyAllRecords,PermissionsRead,PermissionsViewAllRecords,SobjectType
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EntitlementContact
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Equipment_Maintenance_Item__c
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Lead
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Opportunity
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,QuickText
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ServiceContract
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Solution
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Vehicle__c
Customer Community Login User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Customer Community Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Customer Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Customer Community Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Customer Community Login User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Customer Community Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Customer Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Customer Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Customer Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Customer Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Customer Community Plus Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Customer Community Plus Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Customer Community Plus Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Customer Community Plus Login User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Customer Community Plus Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Customer Community Plus Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Customer Community Plus Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Seller
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ServiceContract
Customer Community Plus Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Customer Community Plus Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Customer Community Plus User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Customer Community Plus User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Customer Community Plus User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Customer Community Plus User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Customer Community Plus User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Customer Community Plus User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Customer Community Plus User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Seller
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ServiceContract
Customer Community Plus User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Customer Community Plus User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Customer Community User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Customer Community User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Customer Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Customer Community User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Customer Community User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Customer Community User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Customer Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Customer Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Customer Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Customer Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Customer Portal Manager Custom,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Customer Portal Manager Custom,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Customer Portal Manager Custom,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Customer Portal Manager Custom,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Customer Portal Manager Custom,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Customer Portal Manager Custom,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Customer Portal Manager Custom,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ServiceContract
Customer Portal Manager Custom,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Customer Portal Manager Custom,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Customer Portal Manager Standard,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Customer Portal Manager Standard,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Customer Portal Manager Standard,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Customer Portal Manager Standard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Contact
Customer Portal Manager Standard,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Customer Portal Manager Standard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Customer Portal Manager Standard,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Customer Portal Manager Standard,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Customer Portal Manager Standard,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Customer Portal Manager Standard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Individual
Customer Portal Manager Standard,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Customer Portal Manager Standard,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Customer Portal Manager Standard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Customer Portal Manager Standard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Customer Portal Manager Standard,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ServiceContract
Customer Portal Manager Standard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Customer Portal Manager Standard,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
External Apps Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Account
External Apps Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,BackgroundOperation
External Apps Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Contact
External Apps Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
External Identity User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
External Identity User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
External Identity User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BusinessBrand
External Identity User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
External Identity User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ContactPointEmail
External Identity User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ContactPointPhone
External Identity User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Customer
External Identity User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
External Identity User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
External Identity User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Seller
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Account
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationForm
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationFormConsent
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationFormDataUse
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationFormText
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,BusinessBrand
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CommSubscription
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CommSubscriptionChannelType
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CommSubscriptionConsent
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CommSubscriptionTiming
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Contact
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ContactPointConsent
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ContactPointEmail
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ContactPointPhone
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ContactPointTypeConsent
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Customer
Force.com - App Subscription User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DataUseLegalBasis
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DataUsePurpose
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Document
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,EngagementChannelType
Force.com - App Subscription User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Individual
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PartyConsent
Force.com - App Subscription User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,PushTopic
Force.com - App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Seller
Force.com - Free User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Document
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Campaign
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Gold Partner User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ContractLineItem
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Gold Partner User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Gold Partner User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Lead
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Opportunity
Gold Partner User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PushTopic
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ServiceContract
Gold Partner User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Gold Partner User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
High Volume Customer Portal,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
High Volume Customer Portal,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
High Volume Customer Portal,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
High Volume Customer Portal,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
High Volume Customer Portal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
High Volume Customer Portal,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
High Volume Customer Portal,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
High Volume Customer Portal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
High Volume Customer Portal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
High Volume Customer Portal,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
High Volume Customer Portal User,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
High Volume Customer Portal User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
High Volume Customer Portal User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
High Volume Customer Portal User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
High Volume Customer Portal User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
High Volume Customer Portal User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
High Volume Customer Portal User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
High Volume Customer Portal User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
High Volume Customer Portal User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
High Volume Customer Portal User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Identity User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,PushTopic
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Account
Marketing User,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,AIRecordInsight
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Asset
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationForm
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormConsent
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormDataUse
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormText
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,BusinessBrand
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Campaign
Marketing User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscription
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionChannelType
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionConsent
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionTiming
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contact
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointAddress
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointConsent
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointEmail
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointPhone
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointTypeConsent
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ContractLineItem
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Customer
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DataUseLegalBasis
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DataUsePurpose
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Document
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EngagementChannelType
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Entitlement
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EntitlementContact
Marketing User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Individual
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Lead
Marketing User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Opportunity
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,PartyConsent
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,QuickText
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Seller
Marketing User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ServiceContract
Marketing User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Marketing User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,StreamingChannel
Marketing User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Marketing User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkPlan
Marketing User,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,WorkPlanTemplate
Marketing User,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,WorkStepTemplate
Minimum Access - Salesforce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ContractLineItem
Minimum Access - Salesforce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Entitlement
Minimum Access - Salesforce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EntitlementContact
Minimum Access - Salesforce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,QuickText
Minimum Access - Salesforce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ServiceContract
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Account
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationForm
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationFormConsent
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationFormDataUse
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AuthorizationFormText
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CommSubscription
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CommSubscriptionChannelType
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Contact
Partner App Subscription User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DataUseLegalBasis
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DataUsePurpose
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Document
Partner App Subscription User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,EngagementChannelType
Partner App Subscription User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Partner App Subscription User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,PushTopic
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Partner Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Campaign
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Partner Community Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ContractLineItem
Partner Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Partner Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Partner Community Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Partner Community Login User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Lead
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Opportunity
Partner Community Login User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Partner Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Partner Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ServiceContract
Partner Community Login User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Partner Community Login User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Account
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Asset
Partner Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Campaign
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Contact
Partner Community User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,ContractLineItem
Partner Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Partner Community User,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Entitlement
Partner Community User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EntitlementContact
Partner Community User,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Individual
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Lead
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Partner Community User,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Opportunity
